datetime_posted,title,n_words,scare_quote_count,has_colon,person_to_ent_ratio,person_count,is_fox
2024-09-09 21:53:01.000,"Migrant controversy hits heartland as Alabama council meeting boils over, state officials slam feds' 'mess'",15.0,1.0,0.0,0.0,0.0,1
2024-07-30 15:53:44.000,"Harris, Trump camps launch dueling ad blitzes to define VP for voters",12.0,0.0,0.0,1.0,1.0,1
2024-05-31 15:17:17.000,"Laken Riley murder suspect Jose Ibarra pleads not guilty, mother sobs in court",13.0,0.0,0.0,1.0,2.0,1
2024-05-28 14:22:53.000,Trump previews closing arguments in 'sham trial': 'Very dangerous day for America',12.0,2.0,1.0,0.0,0.0,1
2024-08-28 07:00:20.000,"Zuckerberg, expressing regrets, admits bowing to Biden administration pressure to remove content",12.0,0.0,0.0,1.0,2.0,1
2024-09-10 12:30:52.000,"Jimmy Carter’s family reveals how president felt about Biden quitting, which DNC speaker stole the show",16.0,0.0,0.0,0.6666666666666666,2.0,1
2024-10-11 10:00:23.000,'The epicenter': How 'key' to White House could lie in suburban Georgia county,13.0,2.0,1.0,0.0,0.0,1
2024-09-19 22:03:21.000,'Gutfeld!' draws largest audience in program history with Trump appearance,10.0,1.0,0.0,0.5,1.0,1
2023-02-01 16:43:23.000,"Ozzy Osbourne cancels all tour dates amid 'life-altering' injury, several health scares",12.0,1.0,0.0,1.0,1.0,1
2024-02-20 14:16:53.000,Trans inmate who killed baby and identifies as Muslim woman sues chaplain for allegedly not allowing hijab,17.0,0.0,0.0,0.0,0.0,1
2024-08-10 04:02:28.000,"On this day in history, August 10, 1776, Declaration of Independence reaches London",13.0,0.0,0.0,0.0,0.0,1
2024-10-08 17:01:02.000,Biden cancels overseas trip as Milton bears down on Florida; DeSantis tells VP 'it's not about you Kamala',18.0,1.0,0.0,0.5,3.0,1
2024-08-18 15:02:47.000,"Harris, Trump, hold dueling campaign events in race to win the biggest battleground",13.0,0.0,0.0,1.0,1.0,1
2024-04-21 20:43:23.000,"Ivy League anti-Israel agitators' protests spiral into 'actual terror organization,' professor warns",12.0,1.0,0.0,0.0,0.0,1
2024-02-14 09:00:20.000,FBI fears Venezuela migrant gang members could potentially team up with MS-13 killers,13.0,0.0,0.0,0.3333333333333333,1.0,1
2024-09-01 17:24:01.000,Kamala Harris should have been 'pushed harder' on Biden's mental fitness during interview: WaPo columnists,15.0,1.0,1.0,0.6666666666666666,2.0,1
2024-10-11 12:38:21.000,"Trump, Harris locked in dead heat in 7 battleground states, poll finds: 'Could not be closer'",16.0,1.0,1.0,0.0,0.0,1
2024-10-01 01:28:27.000,"Israeli ministers frustrated over US, IDF leak on Lebanon operation: Report",11.0,0.0,1.0,0.0,0.0,1
2023-04-28 08:50:04.000,Senate Dems line up in favor of spiking Biden's Chinese solar handout,12.0,0.0,0.0,0.3333333333333333,1.0,1
2024-04-03 21:55:21.000,Special Counsel Jack Smith hits back at judge for 'fundamentally flawed legal premise' in Trump documents case,17.0,0.0,0.0,0.5,1.0,1
2024-10-02 17:55:16.000,NBC's Kristen Welker reveals 'panicked' Democrats texted her during debate worried by 'likable' Vance,14.0,2.0,0.0,0.3333333333333333,1.0,1
2024-06-18 17:14:54.000,10 most patriotic US states for July 4: See if your home state made the list,16.0,0.0,1.0,0.0,0.0,1
2024-05-30 10:20:57.000,"Trump convicted on all counts in NY trial, Bragg makes remarks",11.0,0.0,0.0,0.0,0.0,1
2023-05-13 01:01:36.000,Reporter 'visibly shaken' after CNN boss scolds him for being 'too emotional' in Trump town hall coverage,17.0,2.0,0.0,0.0,0.0,1
2024-02-28 18:27:36.000,Progressive House Dems made secret 'human rights' trip to Cuba amid worsening border crisis at home,16.0,1.0,0.0,0.0,0.0,1
2024-10-08 14:55:59.000,5 key takeaways from Kamala Harris' '60 Minutes' interview,9.0,1.0,0.0,0.5,1.0,1
2024-10-18 17:07:27.000,Sinwar's ruthless brother Mohammed slated to take over as leader of Hamas,12.0,0.0,0.0,0.5,1.0,1
2024-07-02 10:30:03.000,Biden donors 'freaked out' by his reliance on teleprompters at private fundraisers,12.0,1.0,0.0,1.0,1.0,1
2024-10-10 21:05:00.000,"Political storm: On Trump 'onslaught of lies,' Biden urges former president to 'get a life man'",16.0,2.0,1.0,1.0,2.0,1
2022-10-05 01:43:49.000,"Women's pro soccer league had systemic abuse and sexual misconduct, investigation reveals",12.0,0.0,0.0,0.0,0.0,1
2024-04-13 02:21:16.000,Trump defense challenges jury selection in criminal hush money trial,10.0,0.0,0.0,0.0,0.0,1
2024-10-14 19:38:36.000,"Puppies rescued from Hurricane Helene to be rehomed with military veterans, first responders",13.0,0.0,0.0,0.0,0.0,1
2022-04-07 23:18:05.000,McConnell: Schumer afraid a Title 42 amendment to COVID spending would've passed with Democratic votes,15.0,0.0,1.0,0.5,2.0,1
2023-03-02 11:00:38.000,NRSC launches funds to give Republican Senate candidates a 'war chest' for key 2024 Senate races,16.0,1.0,0.0,0.0,0.0,1
2024-09-25 12:24:34.000,Sleep through the night with these 5 viral bedroom finds,10.0,0.0,0.0,0.0,0.0,1
2024-04-20 13:42:31.000,"Biden 'doesn't understand the Catholic faith,' bishop says: 'I'm not angry at him, he's just stupid'",16.0,3.0,1.0,0.5,1.0,1
2022-06-27 19:30:40.000,"White House warns of 'ultra-MAGA' policies, abortion ban if GOP takes majority in Congress",14.0,1.0,0.0,0.0,0.0,1
2024-07-22 01:24:07.000,Secret Service Director Kimberly Cheatle reacts to independent review of Trump assassination plot,13.0,0.0,0.0,0.5,1.0,1
2024-07-18 10:37:06.000,"Former President Donald Trump recounts assassination attempt, accepts GOP nomination",10.0,0.0,0.0,0.5,1.0,1
2024-09-30 15:10:08.000,MSNBC guest claims Latinos 'want to be White' while discussing their shift toward GOP,14.0,1.0,0.0,0.0,0.0,1
2024-03-05 11:00:16.000,Cookie Monster hides Sen. Bob Casey's reply on X after Dem sought campaign donation: 'Can you chip in?',18.0,1.0,1.0,0.3333333333333333,1.0,1
2024-07-21 13:30:47.000,"Sen. Joe Manchin calls on Biden to step aside, pass torch to 'a new generation'",15.0,1.0,0.0,0.5,1.0,1
2024-10-10 14:28:59.000,These Florida residents wouldn't evacuate from Milton - here's how they're doing,12.0,1.0,0.0,0.5,1.0,1
2024-05-02 21:55:14.000,"Bruce Willis' daughter gives update on his health, shares famous parents' advice about working in Hollywood",16.0,0.0,0.0,0.5,1.0,1
2024-01-02 16:28:06.000,New York AG case against NRA leader faces trial after court again rejects gun group's claim of political probe,19.0,0.0,0.0,0.0,0.0,1
2023-06-30 16:33:12.000,Gorsuch blasts Sotomayor's dissent in Christian web designer ruling: 'Reimagines' facts from 'top to bottom',15.0,2.0,1.0,0.0,0.0,1
2024-05-29 08:00:33.000,NJ police eye absent parents after young mobs upend family-friendly vacation hot spots,13.0,0.0,0.0,0.0,0.0,1
2022-07-17 23:37:06.000,Texas officials: Uvalde shooting report reveals 'multiple systemic failures',9.0,1.0,1.0,0.0,0.0,1
2024-08-04 18:07:47.000,IDF uncovers massive smuggling tunnel for vehicles on Gaza-Egypt border,10.0,0.0,0.0,0.0,0.0,1
2024-08-26 08:00:01.000,'Beyond Insane': Economists slam Biden-Harris proposal to tax unrealized investment returns,11.0,1.0,1.0,1.0,2.0,1
2024-10-08 12:00:15.000,'Tough call': Atlanta voters split on who will win Georgia,10.0,1.0,1.0,0.0,0.0,1
2023-10-12 08:40:24.000,Secretary of State Blinken arrives in Israel in show of solidarity following Hamas terrorist attacks,15.0,0.0,0.0,0.25,1.0,1
2024-08-28 22:00:02.000,Fox News Poll: Harris closes gap with Trump in Sun Belt states,12.0,0.0,1.0,0.0,0.0,1
2022-05-18 14:19:55.000,"Eric Clapton positive for COVID-19, postpones concerts",7.0,0.0,0.0,0.5,1.0,1
2022-11-11 22:06:07.000,Sydney Sweeney says the backlash from her mom's MAGA-like birthday party décor was 'wildfire',14.0,1.0,0.0,0.0,0.0,1
2024-06-19 09:00:08.000,Men’s energy and vitality plummets for 6 reasons. Boost it back up this way,14.0,0.0,0.0,0.0,0.0,1
2023-08-31 15:47:37.000,Simon Cowell details yearslong mental health battle: 'We're not all made of steel',13.0,1.0,1.0,1.0,1.0,1
2024-10-15 17:02:44.000,Search for missing Texas mom Suzanne Simpson leads to San Antonio landfill,12.0,0.0,0.0,0.3333333333333333,1.0,1
2024-09-05 12:44:49.000,Biden pledges $7.3B in 'clean energy' spending with national debt at $35T,12.0,1.0,0.0,0.0,0.0,1
2024-09-19 04:00:02.000,Harris and Trump deadlocked in Pennsylvania as former president trails in other 'blue wall' states: poll,16.0,1.0,1.0,0.6666666666666666,2.0,1
2024-03-11 22:33:39.000,"Trial for Delphi, Indiana murder suspect moved up to May",10.0,0.0,0.0,0.0,0.0,1
2024-07-22 09:34:32.000,Sen. Ron Johnson releases preliminary findings of probe into Trump assassination attempt,12.0,0.0,0.0,0.5,1.0,1
2024-03-15 08:00:24.000,Riley Gaines on NCAA lawsuit: 'It is time that we fight back',12.0,1.0,1.0,0.0,0.0,1
2024-10-15 08:00:24.000,Reservations for election week getaway sell out in seconds as 'unplugged' travel spot offers steal of a deal,18.0,1.0,0.0,0.0,0.0,1
2024-09-29 08:00:03.000,Pennsylvania leaders in both parties talk ground game as GOP seeks to undo Dem gains: 'Massive shift',17.0,1.0,1.0,0.0,0.0,1
2023-07-04 23:47:48.000,"On July 4, 'remember the blessing of living in the most free and prosperous society' on Earth",17.0,0.0,0.0,0.0,0.0,1
2024-05-22 23:16:39.000,"A political realignment in PA: Despite recent Dem wins, the GOP is gaining momentum, analysts say",16.0,0.0,1.0,0.0,0.0,1
2024-07-22 17:35:47.000,"Trump shooting site gives bird's-eye view of 'disorganized' rally scene, witnesses say",12.0,1.0,0.0,0.0,0.0,1
2024-09-26 23:50:33.000,"Armed Services Republicans, White House push back against claims that Zelenskyy's PA visit was 'political'",15.0,1.0,0.0,0.0,0.0,1
2024-10-18 21:10:36.000,CNN data expert says Harris' momentum has 'stalled' while Trump is more popular than in past elections,17.0,1.0,0.0,0.3333333333333333,1.0,1
2024-10-02 18:59:31.000,Mystery food bags bought at Whole Foods on deep discount go TikTok viral: 'Hit or miss',16.0,1.0,1.0,0.0,0.0,1
2021-09-07 20:04:14.000,"Nearly 20 years since 9/11 terror attacks, first FDNY chief on scene honors 'Ordinary Heroes'",15.0,1.0,0.0,0.0,0.0,1
2022-09-02 06:00:31.000,Meet the American who founded the Grand Ole Opry: 'Remarkable visionary' George D. Hay,14.0,1.0,1.0,0.3333333333333333,1.0,1
2022-12-14 15:50:35.000,Florida beach living is the carefree answer for one caregiving couple,11.0,0.0,0.0,0.0,0.0,1
2024-08-06 15:58:21.000,"Five controversies surrounding vice presidential nominee Tim Walz, from DUI to COVID fraud",13.0,0.0,0.0,0.5,2.0,1
2023-07-20 09:00:08.000,"RFK Jr has ‘no business’ testifying in Congress on government censorship, Democrats say",13.0,0.0,0.0,0.0,0.0,1
2024-07-26 16:40:46.000,"Kamala Harris supported ‘Defund the police’ in 2020 radio interview, before Biden campaign said otherwise",15.0,0.0,0.0,0.3333333333333333,1.0,1
2022-10-19 15:59:29.000,"Kids may like video gaming, but health experts fret about the 'fuel' they may be using to 'win'",18.0,2.0,0.0,0.0,0.0,1
2024-09-21 04:02:13.000,"On this day in history, September 21, 1780, Benedict Arnold betrays cause of American independence",15.0,0.0,0.0,0.25,1.0,1
2024-08-16 22:11:32.000,3 security and data checks you should do once a year,11.0,0.0,0.0,0.0,0.0,1
2024-03-26 16:21:21.000,"Third parties are like 'cockroaches in the kitchen,' former Clinton adviser says: 'Foul it up' for Biden",17.0,2.0,1.0,0.5,1.0,1
2024-05-30 20:00:56.000,Nelly Korda suffers unbelievable meltdown at US Women's Open with early septuple-bogey,12.0,0.0,0.0,0.5,1.0,1
2024-10-07 19:37:21.000,Four American hostages remain in Hamas captivity a year after Oct. 7 massacre,13.0,0.0,0.0,0.0,0.0,1
2024-10-07 12:55:03.000,Harris' 'word salad' answer on Israel alliance confounds social media users: 'Someone please interpret',14.0,2.0,1.0,0.5,1.0,1
2024-10-16 08:00:40.000,Delphi murders trial: Suspect Richard Allen's attorneys make stunning revelation about hair at crime scene,15.0,0.0,1.0,1.0,1.0,1
2024-10-11 21:06:26.000,"5 egg myths dispelled by an expert, plus tips for every egg lover",13.0,0.0,0.0,0.0,0.0,1
2024-10-02 02:29:52.000,"Vance, Walz spar on immigration during VP debate: Been to the border 'more than our border czar'",17.0,1.0,1.0,0.0,0.0,1
2022-08-22 22:33:53.000,Brian Stelter remains defiant as final 'Reliable Sources' doubles down on what critics say got it canceled,17.0,1.0,0.0,0.5,1.0,1
2024-09-19 13:24:02.000,Rick Scott leads effort to up Secret Service protections after 2nd assassination attempt on Trump,15.0,0.0,0.0,0.25,1.0,1
2024-07-16 02:38:10.000,Trump assassination attempt: Fraternal Order of Police blasts Secret Service 'failure',11.0,1.0,1.0,0.0,0.0,1
2024-04-13 13:52:48.000,Candy tours of America: 5 delectable destinations for sweet family memories,11.0,0.0,1.0,0.0,0.0,1
2024-02-27 15:53:19.000,Biden mistakenly touts his '2020 agenda' during Seth Meyers interview,10.0,1.0,0.0,0.3333333333333333,1.0,1
2023-11-22 09:00:57.000,Far-left hatred of Jews today echoes the socialism and antisemitism of Hitler in the 1930s,15.0,0.0,0.0,0.25,1.0,1
2023-07-19 16:58:47.000,Christian baker sued for refusing gender-transition cake says Supreme Court ruling puts law on his side,16.0,0.0,0.0,0.0,0.0,1
2024-07-19 02:25:36.000,Sources close to Biden 'furious' about growing calls to get him to exit race: report,15.0,1.0,1.0,1.0,1.0,1
2024-10-15 08:00:04.000,Family that lost 11 in Hurricane Helene mudslides says community sacrificed 'life and limb' to save each other,18.0,1.0,0.0,0.0,0.0,1
2024-06-03 08:00:11.000,3rd-strike 'trans' rape suspect prompts rebellion against CA law after attack in women's prison,14.0,1.0,0.0,0.0,0.0,1
2024-08-05 04:40:33.000,IDF says 'suspicious aerial targets' crossed from Lebanon before Israeli forces knocked them down,14.0,1.0,0.0,0.0,0.0,1
2024-10-06 16:47:42.000,Harris slammed for pledging millions to Lebanon as North Carolina suffers,11.0,0.0,0.0,0.25,1.0,1
2024-08-22 16:29:10.000,Dems mocked as ‘low-T soy boys’ after CNN anchor says DNC appeals to opposite of 'testosterone-laden men',17.0,1.0,0.0,0.0,0.0,1
2023-08-29 17:37:36.000,Ask a doctor: 'How can I prevent high cholesterol?',9.0,0.0,1.0,0.0,0.0,1
2024-07-25 15:58:51.000,The media's sudden rejection of Kamala Harris' 'border czar' label,10.0,1.0,0.0,1.0,1.0,1
2022-01-23 00:53:14.000,Bears legend Dick Butkus takes shot at Packers' Aaron Rodgers after getting verified on Twitter,15.0,0.0,0.0,1.0,3.0,1
2024-03-09 14:00:55.000,"Antisemitic incidents across Europe, Canada hit record levels 5 months after Hamas massacre of Israelis",15.0,0.0,0.0,0.0,0.0,1
2024-06-01 09:58:28.000,Texas Supreme Court rejects challenge to state abortion ban's medical exceptions,11.0,0.0,0.0,0.0,0.0,1
2024-07-04 17:25:49.000,Campaign crisis: Dems who have called for Biden to drop out or raised concerns about his health,17.0,0.0,1.0,0.5,1.0,1
2024-10-08 16:54:31.000,Confident Whoopi Goldberg introduces Kamala Harris on 'The View' as the 'next president of the United States',17.0,1.0,0.0,0.25,1.0,1
2022-03-17 17:36:33.000,Rock & Roll Hall of Fame Foundation moves forward with Dolly Parton's nomination despite icon's opposition,16.0,1.0,0.0,0.0,0.0,1
2022-11-12 21:35:28.000,Sydney Sweeney rips internet trolls for tagging family in screenshotted nude scenes: ‘Disgusting’,13.0,0.0,1.0,0.0,0.0,1
2024-10-08 18:00:03.000,New poll reveals which voter group are fueling Trump to a narrow edge over Harris in battleground,17.0,0.0,0.0,0.5,1.0,1
2024-10-14 15:47:19.000,Idaho prosecutors reject student murders suspect's longshot bid to have death penalty taken off table,15.0,0.0,0.0,0.0,0.0,1
2023-06-19 20:28:59.000,Pat Sajak staying on as board chair of conservative Hillsdale College,11.0,0.0,0.0,0.5,1.0,1
2022-03-20 21:30:52.000,VA Tech swimmer rips NCAA transgender participation policy: 'Feels like the final spot was taken from me',17.0,0.0,1.0,0.0,0.0,1
2022-11-07 07:00:50.000,Biden's EPA has coordinated with left-wing eco groups tied to liberal dark money network,14.0,0.0,0.0,0.0,0.0,1
2024-10-14 08:00:15.000,AI sector frustrated by Congress' slow pace keeping up with the advanced tech,13.0,0.0,0.0,0.0,0.0,1
2022-05-06 20:52:44.000,Bob Dylan museum opening in Tulsa,6.0,0.0,0.0,0.5,1.0,1
2024-10-01 15:27:38.000,Iran fires multiple missile strikes across Israel,7.0,0.0,0.0,0.0,0.0,1
2022-09-20 18:50:11.000,"Biden questioned on migrant surge, says 'not rational' to 'send them back' to Venezuela, Cuba, Nicaragua",16.0,2.0,0.0,0.25,1.0,1
2024-09-30 08:00:53.000,Rosh Hashanah prompts Museum of the Bible to display oldest Jewish book in the world,15.0,0.0,0.0,0.3333333333333333,1.0,1
2024-09-18 23:10:24.000,Bruce Willis' daughter says he's shown her 'to not take any moment for granted': 'There's painful days',17.0,3.0,1.0,1.0,1.0,1
2024-10-15 08:30:39.000,"Victoria's Secret fashion show wildest moments included Gisele Bündchen fur flap, $12M bras, awkward exes",15.0,0.0,0.0,0.3333333333333333,1.0,1
2022-06-29 06:00:31.000,America the beautiful: 50 must-see landmarks that tell our national story,11.0,0.0,1.0,0.0,0.0,1
2023-09-02 14:00:40.000,"Kamala Harris has 'rabbit ears' for any 'hint of criticism,' frustrating Biden White House: book",15.0,2.0,1.0,0.5,1.0,1
2024-10-22 21:00:42.000,Trump-Vance ticket has done combined 105 interviews since August compared to 103 for Harris-Walz,14.0,0.0,0.0,0.0,0.0,1
2023-01-26 18:16:52.000,"Nearly 200 GOP lawmakers blast Biden's EPA for targeting farmers, ranchers: 'Egregious federal overreach'",14.0,1.0,1.0,0.0,0.0,1
2024-07-24 18:24:11.000,"FOX News Media proposes Trump-Harris debate moderated by Martha MacCallum, Bret Baier",12.0,0.0,0.0,0.5,2.0,1
2023-12-08 15:26:01.000,Trans child molester sentenced for killing friend with a rock in fight over $100,14.0,0.0,0.0,0.0,0.0,1
2024-10-05 16:05:52.000,Harris does interview with raunchy sex and relationship podcast as she continues to avoid many news outlets,17.0,0.0,0.0,1.0,1.0,1
2021-07-22 03:54:59.000,"Marco Rubio defends Cuba’s fight against failed socialist government: Leaders are 'evil,' 'incompetent'",13.0,2.0,1.0,0.5,1.0,1
2024-04-15 21:25:53.000,"Anti-Israel agitators shut down traffic, disrupt cities all across US in demand for Gaza cease-fire",15.0,0.0,0.0,0.0,0.0,1
2024-03-16 11:17:05.000,Colorado could become the first state to build separate prison units for transgender felons,14.0,0.0,0.0,0.0,0.0,1
2022-09-03 06:00:00.000,"Blind Michigan judge drives race car — and inspires others to follow their dreams, too",15.0,0.0,0.0,0.0,0.0,1
2024-05-23 19:04:47.000,Schumer-backed border bill fails a second time with even less Dem support,12.0,0.0,0.0,0.3333333333333333,1.0,1
2024-10-06 17:53:02.000,"Hurricane Helene flooding in NC stirs yellow jacket swarms, prompting distribution of Benadryl and EpiPens",15.0,0.0,0.0,0.0,0.0,1
2023-10-12 10:00:34.000,"Egypt warned Israel of attack, House Foreign Affairs chairman claims",10.0,0.0,0.0,0.0,0.0,1
2024-09-24 10:00:20.000,CNN data guru says Harris is 'struggling among voters of color' in the Sun Belt: 'Really interesting',17.0,1.0,1.0,0.3333333333333333,1.0,1
2022-12-14 16:59:12.000,Christmas trees are just one part of the allure that a Vermont family brings to NYC each December,18.0,0.0,0.0,0.0,0.0,1
2024-07-10 10:50:47.000,Meet the American who invented the electric guitar and inspired rock 'n' roll,13.0,0.0,0.0,0.0,0.0,1
2024-09-11 16:27:02.000,"Dem Rep. Nadler pictured with head down, eyes closed during testimony from mothers of migrant crime victims",17.0,0.0,0.0,0.5,1.0,1
2024-09-18 17:03:52.000,"Americans favor Trump on immigration, support mass deportation of illegal immigrants, poll finds",13.0,0.0,0.0,0.0,0.0,1
2024-08-08 15:20:02.000,Trump stages Mar-a-Lago press conference in 'stark contrast' with Harris as she avoids media,14.0,1.0,0.0,1.0,2.0,1
2024-08-30 11:21:15.000,NBC reporter calls out Kamala Harris for saying her 'values haven't changed': 'Her positions have changed',16.0,2.0,1.0,0.5,1.0,1
2024-09-24 17:32:37.000,Harris calls for eliminating filibuster to pass 'Roe' abortion bill into federal law,13.0,1.0,0.0,0.5,1.0,1
2024-04-18 12:00:39.000,Opinion: Biden’s Title IX rule adds discrimination against women through the backdoor,12.0,0.0,1.0,0.0,0.0,1
2024-07-25 18:51:20.000,FLASHBACK: See how Kamala Harris answered when she was confronted in 2020 as 'the most liberal senator',17.0,1.0,1.0,0.5,1.0,1
2023-05-03 21:30:42.000,4 horses have died at Churchill Downs ahead of 149th Kentucky Derby,12.0,0.0,0.0,0.0,0.0,1
2024-09-20 08:00:42.000,Travelers on TikTok are making grocery stores the hottest vacation 'destination',11.0,1.0,0.0,0.0,0.0,1
2022-06-27 18:54:43.000,'Elvis' takes No. 1 after tie with 'Top Gun: Maverick',10.0,2.0,1.0,0.5,1.0,1
2024-10-03 19:01:08.000,$1 rum cocktail at Applebee's highlights Halloween-themed drink deals,9.0,0.0,0.0,0.0,0.0,1
2024-03-01 05:02:33.000,"On this day in history, March 1, 1872, majestic Yellowstone becomes America's first national park",15.0,0.0,0.0,0.0,0.0,1
2024-08-27 17:27:01.000,Pat Mahomes Sr pleads guilty to DWI 3rd time or more charge,12.0,0.0,0.0,0.3333333333333333,1.0,1
2023-06-30 15:23:48.000,Web designer's victory at Supreme Court is free speech win for all,12.0,0.0,0.0,0.0,0.0,1
2024-09-29 17:30:09.000,Kari Lake shreds VP Harris' 'despicable' southern border visit: Just to make the 'mainstream media happy',16.0,2.0,1.0,1.0,2.0,1
2023-11-10 09:00:55.000,"Meet the American who founded the American Legion, Theodore Roosevelt Jr., privileged to fight and to serve",17.0,0.0,0.0,0.3333333333333333,1.0,1
2024-10-10 20:28:55.000,"'Out of money': Whistleblowers allege lack of Secret Service funds, delayed payments, top senator reveals",15.0,1.0,1.0,0.0,0.0,1
2024-03-14 13:58:45.000,Lauren Boebert won't 'further imperil' slim GOP majority by running in special election for Ken Buck's seat,17.0,1.0,0.0,0.6666666666666666,2.0,1
2024-02-16 09:00:05.000,"NYC migrants consume drugs, alcohol in public as 'crime wave' plagues tourist hot spot",14.0,1.0,0.0,0.0,0.0,1
2023-06-30 14:42:37.000,What happens now that Supreme Court struck down Biden's student loan handout scheme,13.0,0.0,0.0,0.0,0.0,1
2023-04-14 18:04:45.000,"'That is a fraud': Gov. DeSantis calls out Lia Thomas, biological men competing in women's sports",16.0,1.0,1.0,1.0,2.0,1
2024-08-22 10:30:25.000,CNN's Dana Bash argues DNC appeals to men who are not so 'testosterone-laden',13.0,1.0,0.0,0.3333333333333333,1.0,1
2022-12-03 06:34:04.000,Republican John Duarte wins House race in California's 13th Congressional District,11.0,0.0,0.0,0.16666666666666666,1.0,1
2024-07-24 23:35:07.000,Have battlegrounds shifted with Harris at top of ticket?,9.0,0.0,0.0,1.0,1.0,1
2024-10-15 17:00:40.000,'The biggest challenge right now is fuel': Rep. Greg Steube of Florida talks hurricane aftermath,15.0,0.0,1.0,0.5,1.0,1
2024-05-30 21:08:17.000,Trump guilty on all counts in New York criminal trial,10.0,0.0,0.0,0.0,0.0,1
2024-10-18 18:03:35.000,FLASHBACK: Harris declined to intervene on behalf of native tribe push to protect sacred site from wind farm,18.0,0.0,1.0,1.0,1.0,1
2024-10-15 22:05:39.000,Local officials face off against Georgia's elections board over rule that could shake up November,15.0,0.0,0.0,0.0,0.0,1
2024-05-19 17:07:43.000,Sen. Fetterman hits back at AOC's suggestion he's a bully after House clash: 'That's absurd',15.0,2.0,1.0,0.3333333333333333,1.0,1
2024-08-15 22:00:03.000,"Fox News Poll: Majorities approve President Biden dropping out of 2024 race, but don’t think he should resign",18.0,0.0,1.0,0.3333333333333333,1.0,1
2023-11-07 10:00:00.000,A Nova music festival massacre survivor vows ‘Never again’,9.0,0.0,0.0,0.0,0.0,1
2024-04-16 14:55:21.000,'American Idol' judge Katy Perry suffers wardrobe malfunction during show,10.0,1.0,0.0,0.5,1.0,1
2024-02-01 23:00:05.000,"Fox News Poll: Trump leads Biden in Georgia, receiving just over 50% support",13.0,0.0,1.0,0.25,1.0,1
2024-09-28 14:21:14.000,Maher rips rapper's profanity-laced tirade against USA: ‘Sure it was a big hit with the Queers for Gaza crowd',19.0,0.0,1.0,0.3333333333333333,1.0,1
2020-07-17 15:10:46.000,Tina Turner teams up with Kygo for 'What's Love Got to Do With It' remix,15.0,1.0,0.0,0.6666666666666666,2.0,1
2024-05-14 17:16:46.000,Mudslinging candidates in heated House race face voters on big primary day,12.0,0.0,0.0,0.0,0.0,1
2022-11-18 07:00:30.000,Meet the American who gave the nation our Thanksgiving origin story: Pilgrim Edward Winslow,14.0,0.0,1.0,0.3333333333333333,1.0,1
2024-07-29 11:18:42.000,Blood tests for Alzheimer's may be coming to your doctor's office: What to know,14.0,1.0,1.0,0.0,0.0,1
2024-09-26 19:10:10.000,Not Minnesota nice: GOP congressman playing Tim Walz in debate prep with JD Vance argues he's an 'empty suit',19.0,1.0,1.0,0.5,2.0,1
2024-10-14 10:30:42.000,Tensions allegedly rise between Biden White House and Harris campaign: 'Too much in their feelings',15.0,1.0,1.0,0.5,1.0,1
2024-06-01 08:00:59.000,Tales from The Trail: Trump 'unleashed' with criminal trial over,10.0,1.0,1.0,0.0,0.0,1
2024-02-20 09:00:45.000,NRA leaders knock back liberal pols 'who want to exaggerate our death': 'We haven't lost a beat',17.0,2.0,1.0,0.0,0.0,1
2024-09-16 10:37:44.000,Investigation into second assassination attempt on Donald Trump continues,9.0,0.0,0.0,0.5,1.0,1
2024-10-15 13:12:38.000,SJSU women's volleyball player praises Nevada team for raising concerns about playing vs trans opponent,15.0,0.0,0.0,0.0,0.0,1
2024-10-04 17:47:41.000,Democrats worry about Harris' cautious media approach in tight 2024 race: 'Voters deserve better',14.0,1.0,1.0,0.3333333333333333,1.0,1
2024-08-30 02:58:56.000,Kamala Harris offers vague 'Day 1' Oval Office plan in CNN interview: 'A number of things',16.0,2.0,1.0,0.5,1.0,1
2023-08-16 13:00:05.000,Fox News Power Rankings: The frontrunner and contenders in the 2024 GOP primary field,14.0,0.0,1.0,0.0,0.0,1
2024-10-09 14:16:29.000,Swing state GOP chair slams Biden-Harris admin for being out of touch on key issue: 'Abandoned this country',18.0,1.0,1.0,0.0,0.0,1
2023-05-09 17:25:46.000,Weird ways to burn calories: Health experts reveal habits that don't include sweat sessions at the gym,17.0,0.0,1.0,0.0,0.0,1
2024-10-01 02:11:14.000,Biden to visit North Carolina days after Helene's path of destruction leaves many devastated,14.0,0.0,0.0,0.3333333333333333,1.0,1
2024-10-11 10:00:56.000,Trump mocks Biden's beach naps: 'somebody convinced him he looks great in a bathing suit',15.0,1.0,1.0,0.5,1.0,1
2024-04-25 19:53:30.000,"Florida, Oklahoma instruct schools to ignore Biden's Title IX changes, pending legal challenges",13.0,0.0,0.0,0.0,0.0,1
2024-10-04 22:00:04.000,"Harris campaign is in 'danger zone' as Americans worry about country's direction, says CNN data guru",16.0,1.0,0.0,0.3333333333333333,1.0,1
2024-09-16 15:19:21.000,"Trump assassination attempt suspect laughs, smiles during first court appearance in Florida",12.0,0.0,0.0,0.0,0.0,1
2024-09-14 12:50:36.000,Bill Maher hypes Taylor Swift's endorsement of Kamala Harris: She has 'saved democracy',13.0,1.0,1.0,1.0,3.0,1
2024-02-08 10:00:13.000,"Skipping the Super Bowl sit-down twice, Biden continues months-long streak of avoiding serious news interviews",15.0,0.0,0.0,0.0,0.0,1
